airline_iata,airline_name,source_iata,source_city,destination_iata,destination_city,route,stops,aircraft_type,aircraft_capacity,price_usd
AC,Air Canada,YUL,Montreal,CPT,Cape Town,YUL-CPT,0,B787-9,290,1309.41
CX,Cathay Pacific,HKG,Hong Kong,MEX,Mexico City,HKG-MEX,0,A350-900,315,1372.4
AF,Air France,HND,Tokyo,LIM,Lima,HND-LIM,1,B787-9,290,1446.3
QR,Qatar Airways,DOH,Doha,ADD,Addis Ababa,DOH-ADD,0,A321XLR,200,260.58
UA,United Airlines,STN,London,LAX,Los Angeles,STN-LAX,1,A380-800,489,1351.04
BA,British Airways,LGW,London,MXP,Milan,LGW-MXP,1,B737-800,189,182.62
UA,United Airlines,ORD,Chicago,GIG,Rio de Janeiro,ORD-GIG,1,A380-800,489,667.3
QR,Qatar Airways,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,B787-9,290,612.48
AC,Air Canada,TPE,Taipei,SFO,San Francisco,TPE-SFO,1,B787-9,290,1288.64
LX,SWISS,BOG,Bogota,YYZ,Toronto,BOG-YYZ,1,B787-9,290,999.22
AF,Air France,JFK,New York,DXB,Dubai,JFK-DXB,0,B787-9,290,911.63
SQ,Singapore Airlines,DXB,Dubai,MEL,Melbourne,DXB-MEL,0,B787-9,290,690.05
AA,American Airlines,SLC,Salt Lake City,JFK,New York,SLC-JFK,1,B737-800,189,216.04
DL,Delta Air Lines,ICN,Seoul,SFO,San Francisco,ICN-SFO,0,A350-900,315,983.2
LA,LATAM Airlines,GRU,Sao Paulo,NBO,Nairobi,GRU-NBO,0,A330-300,277,827.07
NH,ANA,CDG,Paris,YUL,Montreal,CDG-YUL,0,A380-800,489,1226.12
EY,Etihad Airways,AUH,Abu Dhabi,RUH,Riyadh,AUH-RUH,0,A321,220,207.13
KE,Korean Air,FRA,Frankfurt,JFK,New York,FRA-JFK,0,B777-300ER,360,710.16
AI,Air India,STN,London,ADD,Addis Ababa,STN-ADD,1,B777-300ER,360,1408.87
LA,LATAM Airlines,FRA,Frankfurt,DXB,Dubai,FRA-DXB,0,A350-900,315,1193.53
BA,British Airways,YVR,Vancouver,MUC,Munich,YVR-MUC,1,A350-900,315,1380.56
LA,LATAM Airlines,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,B787-9,290,1513.92
TK,Turkish Airlines,LAX,Los Angeles,ICN,Seoul,LAX-ICN,0,B777-300ER,360,1144.83
IB,Iberia,AKL,Auckland,DUB,Dublin,AKL-DUB,1,A350-900,315,725.83
JL,Japan Airlines,LHR,London,YVR,Vancouver,LHR-YVR,0,A380-800,489,1216.16
AF,Air France,LHR,London,ORD,Chicago,LHR-ORD,0,A380-800,489,797.04
AC,Air Canada,GRU,Sao Paulo,ICN,Seoul,GRU-ICN,1,B777-300ER,360,654.07
LX,SWISS,JFK,New York,FRA,Frankfurt,JFK-FRA,0,B787-9,290,1672.92
NH,ANA,NRT,Tokyo,NBO,Nairobi,NRT-NBO,0,A350-900,315,1237.06
KE,Korean Air,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,B777-300ER,360,700.88
BR,EVA Air,YVR,Vancouver,LHR,London,YVR-LHR,0,A380-800,489,1117.02
AZ,ITA Airways,LHR,London,ORD,Chicago,LHR-ORD,0,B777-300ER,360,717.38
TK,Turkish Airlines,AMS,Amsterdam,JFK,New York,AMS-JFK,0,A380-800,489,952.81
BR,EVA Air,LHR,London,LAX,Los Angeles,LHR-LAX,0,A380-800,489,1328.94
FR,Ryanair,BGY,Milan,STN,London,BGY-STN,1,A220-300,145,89.8
QF,Qantas,BNE,Brisbane,CAI,Cairo,BNE-CAI,0,B787-9,290,919.41
SQ,Singapore Airlines,SIN,Singapore,JED,Jeddah,SIN-JED,0,B787-9,290,1659.12
EY,Etihad Airways,ATL,Atlanta,AMS,Amsterdam,ATL-AMS,0,A380-800,489,1480.71
EY,Etihad Airways,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,B777-300ER,360,844.29
TK,Turkish Airlines,JFK,New York,FRA,Frankfurt,JFK-FRA,0,B777-300ER,360,603.73
TK,Turkish Airlines,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,A350-900,315,1172.11
JL,Japan Airlines,HND,Tokyo,CAI,Cairo,HND-CAI,1,B777-300ER,360,749.41
KL,KLM,AMS,Amsterdam,RUH,Riyadh,AMS-RUH,0,A350-900,315,770.2
AZ,ITA Airways,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,B787-9,290,624.99
NH,ANA,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,B777-300ER,360,1512.31
DL,Delta Air Lines,MSP,Minneapolis,FCO,Rome,MSP-FCO,0,B787-9,290,1299.79
LX,SWISS,ICN,Seoul,SFO,San Francisco,ICN-SFO,0,A380-800,489,654.21
AF,Air France,LHR,London,JFK,New York,LHR-JFK,0,B787-9,290,1602.43
LX,SWISS,YYZ,Toronto,LHR,London,YYZ-LHR,0,A350-900,315,719.99
LX,SWISS,MEL,Melbourne,JED,Jeddah,MEL-JED,1,B777-300ER,360,1574.8
AV,Avianca,YUL,Montreal,CDG,Paris,YUL-CDG,0,A380-800,489,1593.3
TK,Turkish Airlines,LHR,London,IAH,Houston,LHR-IAH,1,B777-300ER,360,1457.3
UA,United Airlines,ORD,Chicago,MEL,Melbourne,ORD-MEL,1,A380-800,489,1256.45
EY,Etihad Airways,TPE,Taipei,KUL,Kuala Lumpur,TPE-KUL,1,A220-300,145,244.15
LA,LATAM Airlines,LIM,Lima,GIG,Rio de Janeiro,LIM-GIG,0,A321,220,207.07
KE,Korean Air,ICN,Seoul,SLC,Salt Lake City,ICN-SLC,1,A350-900,315,1617.72
AV,Avianca,BOG,Bogota,KUL,Kuala Lumpur,BOG-KUL,0,B777-300ER,360,1679.07
AV,Avianca,BOG,Bogota,VIE,Vienna,BOG-VIE,1,A380-800,489,776.93
JL,Japan Airlines,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,B777-300ER,360,1100.75
SQ,Singapore Airlines,DXB,Dubai,LHR,London,DXB-LHR,0,B777-300ER,360,1224.09
AA,American Airlines,ORD,Chicago,STN,London,ORD-STN,1,B777-300ER,360,1426.94
EK,Emirates,LHR,London,ORD,Chicago,LHR-ORD,0,B777-300ER,360,1198.71
JL,Japan Airlines,YYZ,Toronto,NRT,Tokyo,YYZ-NRT,1,A350-900,315,1627.75
QF,Qantas,YUL,Montreal,CDG,Paris,YUL-CDG,0,A350-900,315,1559.74
AV,Avianca,YUL,Montreal,CDG,Paris,YUL-CDG,0,B787-9,290,1590.56
UA,United Airlines,LHR,London,YYZ,Toronto,LHR-YYZ,0,B787-9,290,1116.39
QR,Qatar Airways,DOH,Doha,ICN,Seoul,DOH-ICN,1,B787-9,290,1562.2
CX,Cathay Pacific,HKG,Hong Kong,LHR,London,HKG-LHR,0,A350-900,315,771.17
JL,Japan Airlines,HND,Tokyo,ORY,Paris,HND-ORY,1,A350-900,315,810.28
AZ,ITA Airways,FCO,Rome,MUC,Munich,FCO-MUC,0,B737-800,189,134.72
NZ,Air New Zealand,MUC,Munich,EWR,Newark,MUC-EWR,1,A380-800,489,809.59
CX,Cathay Pacific,SYD,Sydney,SIN,Singapore,SYD-SIN,0,B777-300ER,360,1651.12
U2,easyJet,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,A350-900,315,762.83
KE,Korean Air,ICN,Seoul,CAI,Cairo,ICN-CAI,0,A350-900,315,1280.0
FR,Ryanair,AMS,Amsterdam,ATL,Atlanta,AMS-ATL,0,A380-800,489,1651.11
KE,Korean Air,LAX,Los Angeles,ICN,Seoul,LAX-ICN,0,A380-800,489,1432.96
IB,Iberia,SIN,Singapore,JNB,Johannesburg,SIN-JNB,1,B777-300ER,360,993.3
U2,easyJet,LGW,London,DXB,Dubai,LGW-DXB,0,B787-9,290,1520.12
AV,Avianca,BOM,Mumbai,LIN,Milan,BOM-LIN,1,B787-9,290,846.47
LH,Lufthansa,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,B777-300ER,360,1278.69
DL,Delta Air Lines,DTW,Detroit,GVA,Geneva,DTW-GVA,0,B777-300ER,360,751.12
TK,Turkish Airlines,IST,Istanbul,KUL,Kuala Lumpur,IST-KUL,0,B787-9,290,1221.61
LA,LATAM Airlines,LIM,Lima,SCL,Santiago,LIM-SCL,1,A320,180,85.1
IB,Iberia,MAD,Madrid,JFK,New York,MAD-JFK,0,B787-9,290,1428.71
KE,Korean Air,LAX,Los Angeles,MEL,Melbourne,LAX-MEL,0,B787-9,290,1212.99
FR,Ryanair,LGW,London,SIN,Singapore,LGW-SIN,1,B787-9,290,1231.22
AV,Avianca,BOG,Bogota,DFW,Dallas,BOG-DFW,0,A350-900,315,1622.71
FR,Ryanair,DUB,Dublin,ADD,Addis Ababa,DUB-ADD,0,B777-300ER,360,1723.84
AZ,ITA Airways,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,A380-800,489,680.57
KE,Korean Air,DXB,Dubai,FRA,Frankfurt,DXB-FRA,0,A350-900,315,716.24
EK,Emirates,DXB,Dubai,ORD,Chicago,DXB-ORD,1,A350-900,315,1082.51
LH,Lufthansa,YUL,Montreal,FRA,Frankfurt,YUL-FRA,1,B787-9,290,720.87
QR,Qatar Airways,DOH,Doha,YYZ,Toronto,DOH-YYZ,0,B777-300ER,360,1631.18
QR,Qatar Airways,DOH,Doha,CLT,Charlotte,DOH-CLT,1,B787-9,290,779.22
AZ,ITA Airways,LIN,Milan,LGW,London,LIN-LGW,0,A321,220,117.57
JL,Japan Airlines,NRT,Tokyo,BKK,Bangkok,NRT-BKK,0,A220-300,145,185.7
EK,Emirates,DXB,Dubai,BNE,Brisbane,DXB-BNE,0,A380-800,489,1062.98
LA,LATAM Airlines,AMS,Amsterdam,JFK,New York,AMS-JFK,0,B787-9,290,777.8
DL,Delta Air Lines,LAX,Los Angeles,GVA,Geneva,LAX-GVA,0,B777-300ER,360,613.22
NZ,Air New Zealand,AKL,Auckland,BCN,Barcelona,AKL-BCN,1,B777-300ER,360,1254.4
DL,Delta Air Lines,SLC,Salt Lake City,AMS,Amsterdam,SLC-AMS,1,B777-300ER,360,1296.3
UA,United Airlines,DOH,Doha,LHR,London,DOH-LHR,0,A350-900,315,1203.85
AC,Air Canada,DOH,Doha,JFK,New York,DOH-JFK,0,B777-300ER,360,1215.65
EY,Etihad Airways,AUH,Abu Dhabi,LAX,Los Angeles,AUH-LAX,1,A350-900,315,1303.16
NZ,Air New Zealand,YYZ,Toronto,AKL,Auckland,YYZ-AKL,1,A350-900,315,864.54
AV,Avianca,FRA,Frankfurt,DXB,Dubai,FRA-DXB,0,A380-800,489,1390.77
UA,United Airlines,EWR,Newark,JFK,New York,EWR-JFK,1,B737-800,189,96.73
JL,Japan Airlines,JFK,New York,AMS,Amsterdam,JFK-AMS,0,A380-800,489,1479.45
AF,Air France,ORY,Paris,DUB,Dublin,ORY-DUB,0,A321,220,101.24
EK,Emirates,DXB,Dubai,LIM,Lima,DXB-LIM,1,B787-8,242,384.51
EY,Etihad Airways,AUH,Abu Dhabi,CDG,Paris,AUH-CDG,0,A350-900,315,1473.8
AF,Air France,ORY,Paris,LIN,Milan,ORY-LIN,1,A220-300,145,227.42
KL,KLM,LAX,Los Angeles,CDG,Paris,LAX-CDG,0,B787-9,290,1129.83
DL,Delta Air Lines,AKL,Auckland,LIN,Milan,AKL-LIN,1,B777-300ER,360,1517.86
NZ,Air New Zealand,CLT,Charlotte,AKL,Auckland,CLT-AKL,1,A380-800,489,1126.14
AF,Air France,ORY,Paris,AUH,Abu Dhabi,ORY-AUH,0,B777-300ER,360,870.6
DL,Delta Air Lines,ATL,Atlanta,CDG,Paris,ATL-CDG,0,A350-900,315,1548.01
LA,LATAM Airlines,JFK,New York,CDG,Paris,JFK-CDG,0,B787-9,290,1402.39
BA,British Airways,LHR,London,BCN,Barcelona,LHR-BCN,1,A321,220,82.33
U2,easyJet,LTN,London,RUH,Riyadh,LTN-RUH,0,B787-9,290,1749.29
AZ,ITA Airways,LAX,Los Angeles,NRT,Tokyo,LAX-NRT,0,A380-800,489,1593.09
KE,Korean Air,RUH,Riyadh,ICN,Seoul,RUH-ICN,1,B777-300ER,360,1536.72
DL,Delta Air Lines,SLC,Salt Lake City,BKK,Bangkok,SLC-BKK,0,A380-800,489,685.04
AC,Air Canada,FRA,Frankfurt,JFK,New York,FRA-JFK,0,B787-9,290,721.1
AF,Air France,CDG,Paris,IAH,Houston,CDG-IAH,0,A380-800,489,997.1
LA,LATAM Airlines,LIM,Lima,PHL,Philadelphia,LIM-PHL,0,A350-900,315,1593.78
SV,Saudia,JED,Jeddah,YYZ,Toronto,JED-YYZ,0,A380-800,489,1645.77
UA,United Airlines,EWR,Newark,BCN,Barcelona,EWR-BCN,0,B777-300ER,360,1623.83
JL,Japan Airlines,NRT,Tokyo,BKK,Bangkok,NRT-BKK,0,B737-800,189,167.83
LH,Lufthansa,HND,Tokyo,LAX,Los Angeles,HND-LAX,0,B787-9,290,1781.92
FR,Ryanair,YYZ,Toronto,ORY,Paris,YYZ-ORY,1,B787-9,290,804.1
FR,Ryanair,MUC,Munich,NRT,Tokyo,MUC-NRT,1,B787-9,290,1422.76
SV,Saudia,DTW,Detroit,MEX,Mexico City,DTW-MEX,1,A320,180,126.37
SQ,Singapore Airlines,AMS,Amsterdam,SIN,Singapore,AMS-SIN,1,B787-9,290,1032.11
AI,Air India,LAX,Los Angeles,MEL,Melbourne,LAX-MEL,0,B787-9,290,755.36
EK,Emirates,YUL,Montreal,DXB,Dubai,YUL-DXB,1,B787-9,290,776.33
NZ,Air New Zealand,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,A380-800,489,1765.76
IB,Iberia,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,B787-9,290,1538.19
CX,Cathay Pacific,ICN,Seoul,LAX,Los Angeles,ICN-LAX,0,A350-900,315,1418.33
SV,Saudia,YUL,Montreal,JED,Jeddah,YUL-JED,1,B787-9,290,1417.74
JL,Japan Airlines,LHR,London,YYZ,Toronto,LHR-YYZ,0,A380-800,489,738.7
BA,British Airways,LGW,London,BCN,Barcelona,LGW-BCN,1,A320,180,242.21
KL,KLM,AMS,Amsterdam,MEL,Melbourne,AMS-MEL,0,A380-800,489,710.39
QF,Qantas,YUL,Montreal,CDG,Paris,YUL-CDG,0,B787-9,290,1666.0
AF,Air France,ORY,Paris,LGW,London,ORY-LGW,1,A320,180,282.37
FR,Ryanair,LAX,Los Angeles,MEL,Melbourne,LAX-MEL,0,B787-9,290,939.12
FR,Ryanair,CDG,Paris,YUL,Montreal,CDG-YUL,0,B777-300ER,360,893.09
BA,British Airways,LAX,Los Angeles,HND,Tokyo,LAX-HND,0,B777-300ER,360,1389.1
UA,United Airlines,LAX,Los Angeles,CDG,Paris,LAX-CDG,0,B787-9,290,847.03
TK,Turkish Airlines,IST,Istanbul,ICN,Seoul,IST-ICN,0,B777-300ER,360,1132.25
AI,Air India,BOM,Mumbai,VIE,Vienna,BOM-VIE,1,B777-300ER,360,883.15
BR,EVA Air,FRA,Frankfurt,SFO,San Francisco,FRA-SFO,0,B777-300ER,360,725.25
LA,LATAM Airlines,GRU,Sao Paulo,YVR,Vancouver,GRU-YVR,0,B777-300ER,360,1346.25
BA,British Airways,LHR,London,MEX,Mexico City,LHR-MEX,0,B777-300ER,360,1609.71
EY,Etihad Airways,AUH,Abu Dhabi,EWR,Newark,AUH-EWR,0,A350-900,315,747.3
EK,Emirates,SIN,Singapore,SYD,Sydney,SIN-SYD,0,A350-900,315,1128.33
KE,Korean Air,AKL,Auckland,ICN,Seoul,AKL-ICN,1,A380-800,489,1415.07
KE,Korean Air,SYD,Sydney,SIN,Singapore,SYD-SIN,0,A380-800,489,671.66
CX,Cathay Pacific,DXB,Dubai,JFK,New York,DXB-JFK,0,A380-800,489,1061.6
NH,ANA,NRT,Tokyo,GVA,Geneva,NRT-GVA,0,B787-9,290,1391.91
QF,Qantas,MEL,Melbourne,STN,London,MEL-STN,0,B787-9,290,1515.6
AA,American Airlines,EWR,Newark,IAH,Houston,EWR-IAH,1,A320,180,266.03
KE,Korean Air,BOM,Mumbai,JFK,New York,BOM-JFK,1,B777-300ER,360,1344.12
NZ,Air New Zealand,ZRH,Zurich,AKL,Auckland,ZRH-AKL,1,A380-800,489,1611.92
BA,British Airways,AMS,Amsterdam,JFK,New York,AMS-JFK,0,B787-9,290,1718.97
AV,Avianca,DOH,Doha,JFK,New York,DOH-JFK,0,B777-300ER,360,1156.2
KE,Korean Air,ICN,Seoul,ORD,Chicago,ICN-ORD,1,B777-300ER,360,1436.4
BR,EVA Air,TPE,Taipei,CLT,Charlotte,TPE-CLT,0,A350-900,315,1419.12
EK,Emirates,DXB,Dubai,BNE,Brisbane,DXB-BNE,1,B777-300ER,360,1114.35
U2,easyJet,LGW,London,MEX,Mexico City,LGW-MEX,0,A380-800,489,922.5
AA,American Airlines,VIE,Vienna,YYZ,Toronto,VIE-YYZ,1,B777-300ER,360,1149.99
LA,LATAM Airlines,SCL,Santiago,HND,Tokyo,SCL-HND,0,B777-300ER,360,1132.57
BA,British Airways,LGW,London,DFW,Dallas,LGW-DFW,0,B787-9,290,1759.06
AF,Air France,MEL,Melbourne,DXB,Dubai,MEL-DXB,0,A380-800,489,1090.33
EK,Emirates,DXB,Dubai,CDG,Paris,DXB-CDG,0,B787-9,290,976.83
FR,Ryanair,DXB,Dubai,SYD,Sydney,DXB-SYD,0,B787-9,290,1544.08
LA,LATAM Airlines,LIM,Lima,BOG,Bogota,LIM-BOG,0,B737-800,189,271.19
LH,Lufthansa,ZRH,Zurich,CDG,Paris,ZRH-CDG,1,A321,220,252.26
KE,Korean Air,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,A350-900,315,1295.87
IB,Iberia,MAD,Madrid,GIG,Rio de Janeiro,MAD-GIG,1,B787-9,290,1688.1
FR,Ryanair,DUB,Dublin,YUL,Montreal,DUB-YUL,0,B777-300ER,360,1619.29
KL,KLM,AMS,Amsterdam,BOM,Mumbai,AMS-BOM,0,B787-9,290,692.97
SV,Saudia,SIN,Singapore,LHR,London,SIN-LHR,0,A380-800,489,844.85
AA,American Airlines,BKK,Bangkok,MIA,Miami,BKK-MIA,1,B777-300ER,360,617.91
JL,Japan Airlines,STN,London,NRT,Tokyo,STN-NRT,1,B777-300ER,360,1376.07
BR,EVA Air,AMS,Amsterdam,JFK,New York,AMS-JFK,0,A380-800,489,1730.98
NH,ANA,PHL,Philadelphia,BKK,Bangkok,PHL-BKK,1,B777-300ER,360,628.46
EY,Etihad Airways,AUH,Abu Dhabi,IAH,Houston,AUH-IAH,0,B787-9,290,975.73
IB,Iberia,LTN,London,RUH,Riyadh,LTN-RUH,1,B777-300ER,360,1206.78
TK,Turkish Airlines,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,A350-900,315,694.13
JL,Japan Airlines,NRT,Tokyo,HND,Tokyo,NRT-HND,0,A320,180,290.9
LA,LATAM Airlines,ICN,Seoul,SFO,San Francisco,ICN-SFO,0,A380-800,489,1654.18
AI,Air India,BOM,Mumbai,SLC,Salt Lake City,BOM-SLC,0,B787-9,290,1224.4
LH,Lufthansa,DXB,Dubai,LHR,London,DXB-LHR,0,B777-300ER,360,951.68
NZ,Air New Zealand,AMS,Amsterdam,ATL,Atlanta,AMS-ATL,0,A350-900,315,1772.97
CX,Cathay Pacific,HKG,Hong Kong,IAH,Houston,HKG-IAH,0,A350-900,315,738.5
CX,Cathay Pacific,JFK,New York,FRA,Frankfurt,JFK-FRA,0,A350-900,315,1091.91
JL,Japan Airlines,NRT,Tokyo,DXB,Dubai,NRT-DXB,0,B787-9,290,1697.56
JL,Japan Airlines,HND,Tokyo,DXB,Dubai,HND-DXB,0,A380-800,489,1102.62
DL,Delta Air Lines,DTW,Detroit,NRT,Tokyo,DTW-NRT,0,A350-900,315,1691.12
EY,Etihad Airways,DFW,Dallas,LHR,London,DFW-LHR,1,A350-900,315,872.7
NH,ANA,JFK,New York,CDG,Paris,JFK-CDG,0,A380-800,489,1291.21
IB,Iberia,MAD,Madrid,FCO,Rome,MAD-FCO,0,A321,220,277.97
LA,LATAM Airlines,VIE,Vienna,CLT,Charlotte,VIE-CLT,1,B787-9,290,1317.57
FR,Ryanair,BGY,Milan,AKL,Auckland,BGY-AKL,0,B787-9,290,1117.7
AA,American Airlines,BCN,Barcelona,MSP,Minneapolis,BCN-MSP,1,A350-900,315,1575.03
TK,Turkish Airlines,IST,Istanbul,DFW,Dallas,IST-DFW,0,A380-800,489,1268.33
LX,SWISS,ZRH,Zurich,MAD,Madrid,ZRH-MAD,0,B737-800,189,106.19
UA,United Airlines,BOM,Mumbai,DEN,Denver,BOM-DEN,1,B787-9,290,1326.84
JL,Japan Airlines,LAX,Los Angeles,NRT,Tokyo,LAX-NRT,0,A380-800,489,1488.84
BR,EVA Air,FRA,Frankfurt,LAX,Los Angeles,FRA-LAX,0,A380-800,489,761.53
LX,SWISS,DOH,Doha,ZRH,Zurich,DOH-ZRH,1,A350-900,315,1443.34
DL,Delta Air Lines,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,A350-900,315,1043.85
QF,Qantas,JFK,New York,CDG,Paris,JFK-CDG,0,A380-800,489,1210.4
BR,EVA Air,TPE,Taipei,MIA,Miami,TPE-MIA,0,B777-300ER,360,956.82
UA,United Airlines,KUL,Kuala Lumpur,BOM,Mumbai,KUL-BOM,1,B737-800,189,82.56
JL,Japan Airlines,ORD,Chicago,FRA,Frankfurt,ORD-FRA,0,A380-800,489,1508.76
EK,Emirates,SFO,San Francisco,DUB,Dublin,SFO-DUB,1,A350-900,315,1555.54
LX,SWISS,ZRH,Zurich,AUH,Abu Dhabi,ZRH-AUH,0,A380-800,489,1338.57
NH,ANA,NRT,Tokyo,KUL,Kuala Lumpur,NRT-KUL,0,A320,180,156.42
LH,Lufthansa,FRA,Frankfurt,ATL,Atlanta,FRA-ATL,0,A380-800,489,946.17
U2,easyJet,LGW,London,LTN,London,LGW-LTN,0,B737-800,189,297.54
NZ,Air New Zealand,DOH,Doha,JFK,New York,DOH-JFK,0,B777-300ER,360,1606.55
LX,SWISS,LAX,Los Angeles,SYD,Sydney,LAX-SYD,0,A350-900,315,1751.83
DL,Delta Air Lines,HND,Tokyo,LAX,Los Angeles,HND-LAX,0,A350-900,315,630.93
FR,Ryanair,FRA,Frankfurt,JFK,New York,FRA-JFK,0,A350-900,315,1111.8
KL,KLM,JFK,New York,FRA,Frankfurt,JFK-FRA,0,A380-800,489,953.93
SQ,Singapore Airlines,DXB,Dubai,MEL,Melbourne,DXB-MEL,0,B787-9,290,743.93
NH,ANA,HND,Tokyo,AKL,Auckland,HND-AKL,1,A380-800,489,675.09
UA,United Airlines,SFO,San Francisco,ICN,Seoul,SFO-ICN,0,B787-9,290,1493.13
CX,Cathay Pacific,JFK,New York,DOH,Doha,JFK-DOH,0,A350-900,315,1208.47
CX,Cathay Pacific,HKG,Hong Kong,DEN,Denver,HKG-DEN,1,B777-300ER,360,1208.03
UA,United Airlines,DEN,Denver,SCL,Santiago,DEN-SCL,1,B777-300ER,360,673.41
EK,Emirates,ATL,Atlanta,AMS,Amsterdam,ATL-AMS,0,B777-300ER,360,1605.16
AA,American Airlines,PHL,Philadelphia,SYD,Sydney,PHL-SYD,1,B787-9,290,823.81
UA,United Airlines,YYZ,Toronto,LHR,London,YYZ-LHR,0,A350-900,315,781.72
U2,easyJet,LTN,London,PHL,Philadelphia,LTN-PHL,0,A350-900,315,838.29
BR,EVA Air,LAX,Los Angeles,HND,Tokyo,LAX-HND,0,B787-9,290,1499.34
AZ,ITA Airways,SFO,San Francisco,HKG,Hong Kong,SFO-HKG,0,B787-9,290,1333.46
LH,Lufthansa,MUC,Munich,MAD,Madrid,MUC-MAD,1,A321,220,81.96
QR,Qatar Airways,YYZ,Toronto,LHR,London,YYZ-LHR,0,A350-900,315,1388.33
UA,United Airlines,IAH,Houston,PHL,Philadelphia,IAH-PHL,0,A321,220,273.14
KL,KLM,AMS,Amsterdam,JED,Jeddah,AMS-JED,0,A380-800,489,1317.41
AZ,ITA Airways,LIN,Milan,TPE,Taipei,LIN-TPE,0,A380-800,489,1755.5
UA,United Airlines,DEN,Denver,SYD,Sydney,DEN-SYD,0,B777-300ER,360,896.88
AV,Avianca,LHR,London,DXB,Dubai,LHR-DXB,0,A380-800,489,982.69
TK,Turkish Airlines,IST,Istanbul,LAX,Los Angeles,IST-LAX,0,B787-9,290,753.67
KL,KLM,SIN,Singapore,MEL,Melbourne,SIN-MEL,0,A380-800,489,1321.27
SQ,Singapore Airlines,JFK,New York,DOH,Doha,JFK-DOH,0,A350-900,315,858.13
SV,Saudia,DOH,Doha,JFK,New York,DOH-JFK,0,A380-800,489,913.93
AV,Avianca,BOG,Bogota,MEX,Mexico City,BOG-MEX,1,B777-300ER,360,978.44
SQ,Singapore Airlines,YVR,Vancouver,SIN,Singapore,YVR-SIN,1,B787-9,290,955.63
JL,Japan Airlines,MEL,Melbourne,LAX,Los Angeles,MEL-LAX,0,B777-300ER,360,1650.75
IB,Iberia,MAD,Madrid,ORD,Chicago,MAD-ORD,0,A350-900,315,1761.91
DL,Delta Air Lines,ATL,Atlanta,LIM,Lima,ATL-LIM,1,B777-300ER,360,1483.69
BR,EVA Air,LHR,London,SIN,Singapore,LHR-SIN,0,A380-800,489,1694.67
QR,Qatar Airways,DOH,Doha,ORY,Paris,DOH-ORY,1,B787-9,290,903.97
JL,Japan Airlines,NRT,Tokyo,DEL,Delhi,NRT-DEL,1,A321,220,233.94
AC,Air Canada,YVR,Vancouver,YUL,Montreal,YVR-YUL,1,A321,220,262.96
KE,Korean Air,LHR,London,YYZ,Toronto,LHR-YYZ,0,B787-9,290,1728.43
UA,United Airlines,ORD,Chicago,ZRH,Zurich,ORD-ZRH,0,B787-9,290,650.74
FR,Ryanair,DXB,Dubai,DUB,Dublin,DXB-DUB,1,B777-300ER,360,1343.17
DL,Delta Air Lines,SLC,Salt Lake City,BOG,Bogota,SLC-BOG,0,B777-300ER,360,1053.43
NH,ANA,LAX,Los Angeles,HKG,Hong Kong,LAX-HKG,0,A380-800,489,924.0
EK,Emirates,FRA,Frankfurt,JFK,New York,FRA-JFK,0,B787-9,290,1444.19
TK,Turkish Airlines,CAI,Cairo,NBO,Nairobi,CAI-NBO,1,A220-300,145,81.08
CX,Cathay Pacific,HKG,Hong Kong,TPE,Taipei,HKG-TPE,0,A320,180,241.89
EY,Etihad Airways,LTN,London,AUH,Abu Dhabi,LTN-AUH,1,B777-300ER,360,1322.46
KE,Korean Air,NRT,Tokyo,ICN,Seoul,NRT-ICN,1,A220-300,145,112.95
BA,British Airways,LGW,London,FCO,Rome,LGW-FCO,0,B737-800,189,174.5
U2,easyJet,YVR,Vancouver,LHR,London,YVR-LHR,0,B777-300ER,360,1239.84
SV,Saudia,BOG,Bogota,ORY,Paris,BOG-ORY,1,A350-900,315,1420.3
LH,Lufthansa,HKG,Hong Kong,SFO,San Francisco,HKG-SFO,0,B787-9,290,629.87
KE,Korean Air,ICN,Seoul,LGW,London,ICN-LGW,0,A350-900,315,730.74
SV,Saudia,MEX,Mexico City,DFW,Dallas,MEX-DFW,1,B737-800,189,131.92
QF,Qantas,CPT,Cape Town,SYD,Sydney,CPT-SYD,1,A350-900,315,1128.49
AI,Air India,LHR,London,LAX,Los Angeles,LHR-LAX,0,A380-800,489,1467.64
FR,Ryanair,DUB,Dublin,CAI,Cairo,DUB-CAI,1,A350-900,315,1027.33
SV,Saudia,LAX,Los Angeles,LIN,Milan,LAX-LIN,1,A350-900,315,1258.58
AF,Air France,SFO,San Francisco,ORY,Paris,SFO-ORY,1,B777-300ER,360,1422.31
